x,sample,Patient,id,CellType,Epi,seurat_clusters,subtype,IM,BL1,MSL,M,BL2,LAR
PT039_P11_G01_S73,406,PT039,P11,Epithelial,Epithelial,1,BL1,0.07472045,0.05429694,-0.032775714,-0.033609426,-0.086039231,-0.022867886
PT039_P11_G02_S74,407,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_G03_S75,408,PT039,P11,Epithelial,Epithelial,2,BL1,-0.061556866,0.13399064,-0.131074282,0.063637907,-0.004057788,-0.092784842
PT039_P11_G04_S76,409,PT039,P11,Epithelial,Epithelial,1,BL1,-0.099775569,0.390096526,-0.316795538,0.200483464,-0.11459672,-0.236912377
PT039_P11_G05_S77,410,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_G06_S78,411,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_G07_S79,412,PT039,P11,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P11_G08_S80,413,PT039,P11,Epithelial,Epithelial,2,M,-0.244452991,0.299600545,-0.224709198,0.303162886,-0.184406363,-0.135294171
PT039_P11_G09_S81,414,PT039,P11,Epithelial,Epithelial,1,BL1,-0.131839827,0.418662094,-0.344234253,0.252719289,-0.115535303,-0.241757091
PT039_P11_G10_S82,415,PT039,P11,Epithelial,Epithelial,4,BL1,0.071448946,0.019012236,-0.050705659,-0.01396378,-0.077399103,0.018093065
PT039_P11_G11_S83,416,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_G12_S84,417,PT039,P11,Epithelial,Epithelial,10,M,-0.075415121,0.047865869,-0.090992759,0.093512832,0.074945077,-0.07530757
PT039_P11_H01_S85,418,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_H02_S86,419,PT039,P11,Epithelial,Epithelial,2,M,-0.212039434,0.213690569,-0.201584751,0.223528562,-0.11415732,-0.136259115
PT039_P11_H03_S87,420,PT039,P11,Epithelial,Epithelial,2,BL1,-0.129605088,0.236962579,-0.114092831,0.233609793,-0.09932549,-0.177459326
PT039_P11_H04_S88,421,PT039,P11,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P11_H05_S89,422,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_H06_S90,423,PT039,P11,Epithelial,Epithelial,2,BL1,-0.091396585,0.198771693,-0.176385456,0.181618607,-0.18421956,-0.122863473
PT039_P11_H07_S91,424,PT039,P11,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P11_H08_S92,425,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_H09_S93,426,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_H10_S94,427,PT039,P11,Epithelial,Epithelial,2,BL1,-0.11279034,0.393022747,-0.221214012,0.252934792,-0.366774508,-0.207693927
PT039_P11_H11_S95,428,PT039,P11,Epithelial,Epithelial,1,BL1,-0.089543682,0.06849761,-0.074753534,0.043592974,-0.050957668,0.010611218
PT039_P11_H12_S96,429,PT039,P11,Epithelial,Epithelial,2,M,-0.411694718,0.090731479,0.124865796,0.509148599,0.033947068,-0.334142109
PT039_P1_A01,430,PT039,P1,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT039_P1_A02,431,PT039,P1,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT039_P1_A03,432,PT039,P1,Epithelial,Epithelial,2,BL1,-0.137499292,0.423761866,-0.230464186,0.29507697,-0.156207756,-0.196863256
PT039_P1_A04,433,PT039,P1,Epithelial,Epithelial,2,M,-0.067879832,0.195091294,-0.142247278,0.215524899,-0.08480148,-0.18891363
PT039_P1_A05,434,PT039,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT039_P1_A06,435,PT039,P1,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P1_A07,436,PT039,P1,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P1_A08,437,PT039,P1,Epithelial,Epithelial,2,BL1,-0.120923663,0.317508135,-0.180844489,0.266330764,-0.288484094,-0.220188813
PT039_P1_A09,438,PT039,P1,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT039_P1_A10,439,PT039,P1,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT039_P1_A11,440,PT039,P1,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P1_A12,441,PT039,P1,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT039_P1_B01,442,PT039,P1,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P1_B02,443,PT039,P1,Epithelial,Epithelial,2,BL2,-0.119897206,0.022271886,0.034869981,0.196024166,0.21290325,-0.142723842
PT039_P1_B03,444,PT039,P1,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT039_P1_B04,445,PT039,P1,Epithelial,Epithelial,2,M,-0.073251201,0.134785095,-0.111806381,0.195662919,-0.039649713,-0.123168529
PT039_P1_B05,446,PT039,P1,Epithelial,Epithelial,2,M,-0.15984377,0.232101265,-0.078874922,0.287821647,-0.05518787,-0.17846513
PT039_P1_B06,447,PT039,P1,Epithelial,Epithelial,2,M,-0.247429846,0.288146235,-0.165186724,0.310881826,-0.087597554,-0.214551859
PT039_P1_B07,448,PT039,P1,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT039_P1_B08,449,PT039,P1,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT039_P1_B09,450,PT039,P1,Epithelial,Epithelial,2,BL1,-0.074312455,0.266147348,-0.144292946,0.237990038,-0.183857391,-0.146451766
PT039_P1_B10,451,PT039,P1,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT039_P1_B11,452,PT039,P1,Epithelial,Epithelial,2,BL1,-0.057881548,0.212994362,-0.045410338,0.211173411,-0.121731089,-0.164027197
PT039_P1_B12,453,PT039,P1,Epithelial,Epithelial,2,M,-0.212034674,0.242161046,-0.105086518,0.403735377,-0.230805744,-0.211207584
PT039_P1_C01,454,PT039,P1,Epithelial,Epithelial,2,BL1,-0.131341257,0.258739879,-0.08790925,0.232924058,-0.263674835,-0.190034107
PT039_P1_C02,455,PT039,P1,Epithelial,Epithelial,2,M,-0.185838032,0.259001115,-0.146184805,0.299953443,-0.120017677,-0.221453708
PT039_P1_C03,456,PT039,P1,Epithelial,Epithelial,2,M,-0.206285978,0.286021468,-0.186622414,0.343494127,-0.185237285,-0.252907391
PT039_P1_C04,457,PT039,P1,Epithelial,Epithelial,2,BL1,-0.204854667,0.367887775,-0.237786764,0.317816359,-0.122178708,-0.2120565
PT039_P1_C05,458,PT039,P1,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT039_P1_C06,459,PT039,P1,Stroma,Other,16,NA,NA,NA,NA,NA,NA,NA
PT039_P1_C07,460,PT039,P1,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT039_P1_C08,461,PT039,P1,Epithelial,Epithelial,2,BL1,-0.13600765,0.307051481,-0.216224742,0.304344968,-0.260132325,-0.219893305
PT039_P1_C09,462,PT039,P1,Epithelial,Epithelial,2,M,-0.162033187,0.213912837,-0.132619455,0.27028146,0.022907026,-0.168243123
PT039_P1_C10,463,PT039,P1,Epithelial,Epithelial,2,M,-0.127634449,0.225416103,-0.196282185,0.249104562,-0.262891673,-0.130224616
PT039_P1_C11,464,PT039,P1,Epithelial,Epithelial,2,M,-0.151700736,0.16405668,-0.110942529,0.235901243,-0.085287927,-0.143383721
PT039_P1_C12,465,PT039,P1,Epithelial,Epithelial,2,BL1,-0.144427438,0.327359212,-0.247245122,0.238978299,-0.294854908,-0.139368265
PT039_P1_D01,466,PT039,P1,Epithelial,Epithelial,2,M,-0.231969357,0.254002603,-0.192125749,0.382676356,-0.175317728,-0.242185047
PT039_P1_D02,467,PT039,P1,Epithelial,Epithelial,2,BL1,-0.231986928,0.344679513,-0.138441218,0.335682016,-0.194272579,-0.186848908
PT039_P1_D03,468,PT039,P1,Epithelial,Epithelial,2,BL1,-0.171616346,0.364236687,-0.200610137,0.304977432,-0.137239649,-0.214245929
PT039_P1_D04,469,PT039,P1,Epithelial,Epithelial,2,BL1,-0.161527402,0.382532474,-0.226273091,0.298993113,-0.16185404,-0.207709208
PT039_P1_D05,470,PT039,P1,Epithelial,Epithelial,2,BL1,-0.158745564,0.338811235,-0.253824088,0.252483012,-0.214170965,-0.192274628
PT039_P1_D06,471,PT039,P1,Epithelial,Epithelial,2,M,-0.047164856,0.068973734,-0.101653465,0.199796802,-0.033403231,-0.119495362
PT039_P1_D07,472,PT039,P1,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT039_P1_D08,473,PT039,P1,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT039_P1_D09,474,PT039,P1,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT039_P1_D10,475,PT039,P1,Epithelial,Epithelial,2,BL1,-0.143109985,0.345421192,-0.253874074,0.257746451,-0.308693316,-0.179671964
PT039_P1_D11,476,PT039,P1,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT039_P1_D12,477,PT039,P1,Epithelial,Epithelial,2,M,-0.216656292,0.304293084,-0.198763189,0.32941522,-0.173390616,-0.178614985
PT039_P1_E01,478,PT039,P1,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P1_E02,479,PT039,P1,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P1_E03,480,PT039,P1,Epithelial,Epithelial,2,M,-0.251506367,0.329165749,-0.200732773,0.354519375,-0.136982481,-0.23778338
PT039_P1_E04,481,PT039,P1,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P1_E05,482,PT039,P1,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P1_E06,483,PT039,P1,Epithelial,Epithelial,2,M,0.014659197,0.127206888,-0.026910753,0.148382738,-0.073912139,-0.054293968
PT039_P1_E07,484,PT039,P1,Epithelial,Epithelial,2,M,-0.221933922,0.23528041,-0.171369473,0.313144597,0.030518006,-0.235073114
PT039_P1_E08,485,PT039,P1,Epithelial,Epithelial,2,M,-0.100478417,0.242040575,-0.175080799,0.251469067,-0.228123906,-0.17178795
PT039_P1_E09,486,PT039,P1,Epithelial,Epithelial,2,M,-0.178046913,0.278083185,-0.100785865,0.317004345,-0.255560876,-0.208976119
PT039_P1_E10,487,PT039,P1,Epithelial,Epithelial,2,BL1,-0.263065908,0.360584519,-0.236042646,0.353421239,-0.262888642,-0.224170506
PT039_P1_E11,488,PT039,P1,Epithelial,Epithelial,2,M,-0.186865669,0.21052136,-0.150001518,0.332964956,-0.213794733,-0.199127782
PT039_P1_E12,489,PT039,P1,Epithelial,Epithelial,2,M,-0.075326001,0.156905373,-0.046651844,0.228100602,-0.241181057,-0.181418867
PT039_P1_F01,490,PT039,P1,Epithelial,Epithelial,2,M,-0.124565759,0.167926912,-0.158345199,0.204772763,-0.081152745,-0.151925519
PT039_P1_F02,491,PT039,P1,Epithelial,Epithelial,2,M,-0.192391344,0.243364701,-0.112311309,0.296883255,-0.196229691,-0.194482165
PT039_P1_F03,492,PT039,P1,Epithelial,Epithelial,2,M,-0.194090436,0.192447795,-0.105851479,0.303685628,-0.036686938,-0.118777078
PT039_P1_F04,493,PT039,P1,Epithelial,Epithelial,2,M,-0.148056012,0.160507849,-0.166100725,0.258125611,-0.13553189,-0.139786598
PT039_P1_F05,494,PT039,P1,Epithelial,Epithelial,2,M,-0.180507478,0.112352634,-0.084372994,0.283476477,-0.155397767,-0.179662911
PT039_P1_F06,495,PT039,P1,Epithelial,Epithelial,2,BL1,-0.101636692,0.244405113,-0.159420045,0.155527941,-0.297720466,-0.138102454
PT039_P1_F07,496,PT039,P1,Epithelial,Epithelial,2,M,-0.157935004,0.196178458,-0.169643321,0.307193733,-0.163939155,-0.149289437
PT039_P1_F08,497,PT039,P1,Epithelial,Epithelial,2,M,-0.216118269,0.23250457,-0.158319624,0.311272231,-0.0898457,-0.16287293
PT039_P1_F09,498,PT039,P1,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT039_P1_F10,499,PT039,P1,Epithelial,Epithelial,2,BL1,-0.254045829,0.328713309,-0.188682595,0.299588126,-0.124117959,-0.198736843
PT039_P1_F11,500,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_F12,501,PT039,P1,Epithelial,Epithelial,1,BL1,-0.078534494,0.127683504,-0.030076837,0.092146215,-0.038782333,-0.091809857
PT039_P1_G01,502,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_G02,503,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_G03,504,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_G04,505,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_G05,506,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_G06,507,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_G07,508,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_G08,509,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_G09,510,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_G10,511,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_G11,512,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_G12,513,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_H01,514,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_H02,515,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_H03,516,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_H04,517,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_H05,518,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_H06,519,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_H07,520,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_H08,521,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_H09,522,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_H10,523,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_H11,524,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P1_H12,525,PT039,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_A01,526,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_A02,527,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_A03,528,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_A04,529,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_A05,530,PT058,P1,Epithelial,Epithelial,5,BL2,0.032095655,-0.085305613,0.064577692,-0.009065518,0.025785516,-0.077210512
PT058_P1_A06,531,PT058,P1,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT058_P1_A07,532,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_A08,533,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_A09,534,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_A10,535,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_A11,536,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_A12,537,PT058,P1,Epithelial,Epithelial,4,UNS,0.110244906,-0.005674073,-0.028139563,-0.146830319,-0.038629033,-0.016435017
PT058_P1_B01,538,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_B02,539,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_B03,540,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_B04,541,PT058,P1,Epithelial,Epithelial,1,BL1,0.067362273,0.038592262,0.005288095,-0.111029192,-0.013665412,0.007730927
PT058_P1_B05,542,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_B06,543,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_B07,544,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_B08,545,PT058,P1,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT058_P1_B09,546,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_B10,547,PT058,P1,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT058_P1_B11,548,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_B12,549,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_C01,550,PT058,P1,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT058_P1_C02,551,PT058,P1,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT058_P1_C03,552,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_C04,553,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_C05,554,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_C06,555,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_C07,556,PT058,P1,Epithelial,Epithelial,11,BL2,-0.067016397,-0.01359719,-0.153549876,-0.010908796,0.084812819,0.06982984
PT058_P1_C08,557,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_C09,558,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_C10,559,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_C11,560,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_C12,561,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_D01,562,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_D02,563,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_D03,564,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_D04,565,PT058,P1,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT058_P1_D05,566,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_D06,567,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_D07,568,PT058,P1,Epithelial,Epithelial,1,BL1,0.08877399,0.051674688,-0.105987078,-0.059734622,-0.017919245,-0.050702462
PT058_P1_D08,569,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_D09,570,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_D10,571,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_D11,572,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_D12,573,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_E01,574,PT058,P1,Epithelial,Epithelial,11,LAR,-0.037452291,-0.127397309,-0.083642946,-0.086344832,0.095050818,0.335900748
PT058_P1_E02,575,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_E03,576,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_E04,577,PT058,P1,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT058_P1_E05,578,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_E06,579,PT058,P1,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT058_P1_E07,580,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_E08,581,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_E09,582,PT058,P1,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT058_P1_E10,583,PT058,P1,Endothelial,Other,15,NA,NA,NA,NA,NA,NA,NA
PT058_P1_E11,584,PT058,P1,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT058_P1_E12,585,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_F01,586,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_F02,587,PT058,P1,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT058_P1_F03,588,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_F04,589,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_F05,590,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_F06,591,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_F07,592,PT058,P1,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT058_P1_F08,593,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_F09,594,PT058,P1,Epithelial,Epithelial,11,LAR,0.096800318,0.023959021,-0.248663878,-0.228925153,0.016342715,0.202606692
PT058_P1_F10,595,PT058,P1,Epithelial,Epithelial,1,LAR,-0.103616221,-0.051255722,-0.038295118,0.073227301,0.014772397,0.086458687
PT058_P1_F11,596,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_F12,597,PT058,P1,Epithelial,Epithelial,1,BL1,0.02828526,0.024317239,-0.027664273,-0.018931585,-0.047052734,0.019451496
PT058_P1_G01,598,PT058,P1,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT058_P1_G02,599,PT058,P1,Stroma,Other,16,NA,NA,NA,NA,NA,NA,NA
PT058_P1_G03,600,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_G04,601,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_G05,602,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_G06,603,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_G07,604,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_G08,605,PT058,P1,Epithelial,Epithelial,11,LAR,0.001937286,-0.078069957,-0.121769985,-0.034269327,0.181823923,0.212769923
PT058_P1_G09,606,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_G10,607,PT058,P1,Stroma,Other,16,NA,NA,NA,NA,NA,NA,NA
PT058_P1_G11,608,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_G12,609,PT058,P1,Epithelial,Epithelial,4,LAR,0.048096884,-0.053121312,0.0288026,-0.006423398,-0.024518529,0.036225931
PT058_P1_H01,610,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_H02,611,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_H03,612,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_H04,613,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_H05,614,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_H06,615,PT058,P1,Epithelial,Epithelial,4,BL1,0.087586556,0.02867116,-0.033154395,-0.082481276,0.01310626,-0.005318786
PT058_P1_H07,616,PT058,P1,Epithelial,Epithelial,10,BL1,-0.061778342,0.197976313,-0.079578582,0.10499466,0.005765376,-0.082530885
PT058_P1_H08,617,PT058,P1,Epithelial,Epithelial,11,LAR,-0.030824096,-0.118249345,-0.074204042,-0.064643304,0.120983399,0.212496591
PT058_P1_H09,618,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_H10,619,PT058,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT058_P1_H11,620,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT058_P1_H12,621,PT058,P1,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT081_P1_A01,622,PT081,P1,Epithelial,Epithelial,0,BL1,0.061717702,0.293105076,-0.299026591,-0.001582787,-0.111789689,-0.172815708
PT081_P1_A02,623,PT081,P1,Epithelial,Epithelial,0,BL1,0.103034271,0.232555389,-0.152540901,-0.069256847,-0.023794561,-0.172517611
PT081_P1_A03,624,PT081,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P1_A04,625,PT081,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P1_A05,626,PT081,P1,Epithelial,Epithelial,0,BL1,0.046614177,0.256782108,-0.286448103,0.024946993,0.033051542,-0.184354256
PT081_P1_A06,627,PT081,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P1_A07,628,PT081,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P1_A08,629,PT081,P1,Epithelial,Epithelial,0,BL1,0.067270586,0.182436621,-0.289900198,-0.042205954,0.109711045,-0.125021586
PT081_P1_A09,630,PT081,P1,Epithelial,Epithelial,0,BL1,0.079544954,0.265643499,-0.266159401,-0.085183581,0.115957976,-0.184029282
PT081_P1_A10,631,PT081,P1,Epithelial,Epithelial,0,BL1,0.202155052,0.299956588,-0.275914065,-0.183145283,-0.008062603,-0.20741429
PT081_P1_A11,632,PT081,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P1_A12,633,PT081,P1,Epithelial,Epithelial,0,BL1,0.056694957,0.353318226,-0.234263706,-0.07910674,-0.074144612,-0.183214497
PT081_P1_B01,634,PT081,P1,Epithelial,Epithelial,0,BL1,0.146955671,0.325876655,-0.294784681,-0.145808193,-0.129240548,-0.169073256
